id,name_en,name_zh,team,league,year,g,pa,ab,h,2b,3b,hr,r,rbi,bb,ibb,hbp,so,avg,slg,obp,ops,sb,cs,sh,sf
ab8aa1b2-b837-49d6-83a1-0cc4a8bc9df2,"Geun-woo Chung",NULL,SK飛龍,KBO,2012,127,534,467,124,13,4,8,53,46,47,3,6,33,0.266,0.362,0.339,0.701,22,12,12,2
b2c59e15-f031-44a1-bc99-b022a8c227f4,"Jin-Man Park",NULL,SK飛龍,KBO,2012,57,161,138,29,7,1,5,12,19,14,0,0,27,0.210,0.384,0.281,0.665,3,1,8,1
ba7243ea-4a92-470f-bb07-09688e9cdedf,"Seung-Wook Park",NULL,SK飛龍,KBO,2012,1,2,2,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0
bb8edc06-9fa5-49ee-bba0-a451d916c15a,"Hoon Lim",NULL,SK飛龍,KBO,2012,117,348,314,84,8,4,0,36,26,18,0,1,56,0.268,0.319,0.308,0.627,3,5,14,1
bc82b052-9c3d-4b73-b5c8-2042cd9c6de3,"Jae-ho Cho",NULL,SK飛龍,KBO,2012,4,3,3,1,1,0,0,2,2,0,0,0,1,0.333,0.667,0.333,1.000,0,0,0,0
d51be291-874d-4ba1-bb7c-9937d066f58c,"Jae-ho Cho",NULL,SK飛龍,KBO,2012,130,553,474,142,33,1,26,85,84,49,7,21,98,0.300,0.538,0.386,0.924,20,8,3,6
e02342ed-0af6-4270-868c-e90fd6495dd9,"Sung-Hyun Kim",NULL,SK飛龍,KBO,2012,88,191,163,39,8,3,2,28,14,12,0,5,26,0.239,0.362,0.311,0.673,6,2,11,0
e4d73ce8-32b6-446b-9e51-a8deeebd79ee,"Youn-Suk Choi",NULL,SK飛龍,KBO,2012,109,213,170,39,1,0,1,17,15,33,0,2,36,0.229,0.253,0.359,0.612,6,5,7,1
ed66cb54-0901-4c85-ab24-2d7a907d5aae,"Jae-Sang Park",NULL,SK飛龍,KBO,2012,100,322,269,58,12,0,4,37,23,34,0,1,60,0.216,0.305,0.304,0.609,6,9,16,2
f1852f1d-f3ee-425a-8923-2cf6a34945fe,"Kyung-Oan Park",NULL,SK飛龍,KBO,2012,8,23,20,2,0,0,0,0,0,1,0,0,6,0.100,0.100,0.143,0.243,0,0,2,0
fdb218df-be60-434b-a326-0c9c0bf9f3cc,"Jae-hong Park",NULL,SK飛龍,KBO,2012,46,120,104,26,5,0,5,16,18,14,0,1,25,0.250,0.442,0.342,0.784,0,1,0,1
0157a110-4b96-4ea0-a4ec-9e27ddbd3f3e,"Byung-Kyu Lee",NULL,LG雙子,KBO,2012,118,455,420,126,25,1,5,52,41,22,1,2,58,0.300,0.400,0.333,0.733,5,7,5,6
02108fb7-b91f-4650-b16d-198e74b42292,"Jae-Yul Kim",NULL,LG雙子,KBO,2012,19,41,36,3,0,0,1,3,5,4,0,0,10,0.083,0.167,0.171,0.337,0,0,0,1
0f27246b-a676-4593-95cc-403136b6ef1c,"Chun-Woong Lee",NULL,LG雙子,KBO,2012,6,18,14,3,0,0,1,2,2,3,0,1,4,0.214,0.429,0.389,0.818,2,0,0,0
2505ffd6-40ca-47a7-9ced-e67e41812902,"Yong-Taik Park",NULL,LG雙子,KBO,2012,103,324,273,59,9,3,0,32,17,32,1,7,78,0.216,0.271,0.312,0.583,3,2,10,2
25d3f28a-a630-4f0a-8fcc-f31e0e1d89f5,"Dong-Su Choi",NULL,LG雙子,KBO,2012,94,287,252,70,8,0,1,20,37,26,3,3,29,0.278,0.321,0.346,0.668,0,1,1,5
2dfc4400-7093-4251-9557-617188ef3a3c,"Dong-Hoon Shin",NULL,LG雙子,KBO,2012,3,1,1,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0
3f5ee0d6-73ed-426e-9fb1-71b2b8df63a5,"Ju-Hyeon Jung",NULL,LG雙子,KBO,2012,18,25,23,4,0,0,0,5,1,2,0,0,9,0.174,0.174,0.240,0.414,4,1,0,0
4cfc8450-6715-4c94-aee2-4bea47df1925,"Yong-Eui Kim",NULL,LG雙子,KBO,2012,83,219,194,48,4,0,2,22,21,17,1,0,50,0.247,0.299,0.304,0.603,5,4,5,3
551a121a-961b-4b63-8be2-35344b79e1e6,"Tae-gun Kim",NULL,LG雙子,KBO,2012,100,175,149,30,2,0,0,7,14,8,0,5,24,0.201,0.215,0.265,0.480,0,0,13,0
5f82fbc7-ed6d-479f-9dab-43b008019a67,"Gwang-ho Shim",NULL,LG雙子,KBO,2012,43,82,73,15,3,0,0,4,6,3,0,1,19,0.206,0.247,0.244,0.490,1,1,4,1
63cbdc78-1d02-4ecb-943d-46ada36ea574,"Seong-Hoon Jeong",NULL,LG雙子,KBO,2012,107,438,365,113,27,3,12,50,53,65,2,1,62,0.310,0.499,0.411,0.909,3,3,2,5
63d9e3dd-529f-479a-bce1-d5885288146e,"Seon-Il Hwang",NULL,LG雙子,KBO,2012,3,8,8,1,0,0,0,0,1,0,0,0,0,0.125,0.125,0.125,0.250,0,0,0,0
